instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Day_type,year,season_label,weather_label
8500,2011-12-25,1,0,12,20.0,0,0,0,1,0.32,0.3333,0.49,0.0896,8,18,26,Hari Libur,2011,Spring,Baik
8501,2011-12-25,1,0,12,21.0,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19,Hari Libur,2011,Spring,Baik
8502,2011-12-25,1,0,12,22.0,0,0,0,1,0.28,0.2727,0.61,0.1642,2,15,17,Hari Libur,2011,Spring,Baik
8503,2011-12-25,1,0,12,23.0,0,0,0,1,0.26,0.2727,0.65,0.1343,2,14,16,Hari Libur,2011,Spring,Baik
8504,2011-12-26,1,0,12,0.0,1,1,0,1,0.22,0.2273,0.75,0.1642,5,6,11,Hari Libur,2011,Spring,Baik
8505,2011-12-26,1,0,12,1.0,1,1,0,1,0.28,0.2727,0.56,0.194,3,7,10,Hari Libur,2011,Spring,Baik
8506,2011-12-26,1,0,12,2.0,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,7,Hari Libur,2011,Spring,Baik
8507,2011-12-26,1,0,12,4.0,1,1,0,1,0.34,0.303,0.46,0.2985,0,2,2,Hari Libur,2011,Spring,Baik
8508,2011-12-26,1,0,12,5.0,1,1,0,1,0.34,0.303,0.42,0.3881,0,4,4,Hari Libur,2011,Spring,Baik
8509,2011-12-26,1,0,12,6.0,1,1,0,1,0.32,0.303,0.45,0.2836,0,4,4,Hari Libur,2011,Spring,Baik
8510,2011-12-26,1,0,12,7.0,1,1,0,1,0.32,0.3182,0.45,0.194,2,17,19,Hari Libur,2011,Spring,Baik
8511,2011-12-26,1,0,12,8.0,1,1,0,1,0.32,0.3333,0.45,0.1343,5,13,18,Hari Libur,2011,Spring,Baik
8512,2011-12-26,1,0,12,9.0,1,1,0,1,0.34,0.303,0.46,0.2985,24,38,62,Hari Libur,2011,Spring,Baik
8513,2011-12-26,1,0,12,10.0,1,1,0,1,0.34,0.2879,0.42,0.5224,31,39,70,Hari Libur,2011,Spring,Baik
8514,2011-12-26,1,0,12,11.0,1,1,0,1,0.34,0.2879,0.46,0.5821,40,51,91,Hari Libur,2011,Spring,Baik
8515,2011-12-26,1,0,12,12.0,1,1,0,1,0.36,0.3182,0.43,0.4627,34,66,100,Hari Libur,2011,Spring,Baik
8516,2011-12-26,1,0,12,13.0,1,1,0,1,0.38,0.3939,0.4,0.2985,57,83,140,Hari Libur,2011,Spring,Baik
8517,2011-12-26,1,0,12,14.0,1,1,0,1,0.38,0.3939,0.4,0.3284,73,80,153,Hari Libur,2011,Spring,Baik
8518,2011-12-26,1,0,12,15.0,1,1,0,1,0.38,0.3939,0.4,0.2537,26,105,131,Hari Libur,2011,Spring,Baik
8519,2011-12-26,1,0,12,16.0,1,1,0,1,0.36,0.3333,0.43,0.2836,28,69,97,Hari Libur,2011,Spring,Baik
8520,2011-12-26,1,0,12,17.0,1,1,0,1,0.34,0.3182,0.46,0.2239,30,67,97,Hari Libur,2011,Spring,Baik
8521,2011-12-26,1,0,12,18.0,1,1,0,1,0.32,0.3333,0.49,0.0896,21,54,75,Hari Libur,2011,Spring,Baik
8522,2011-12-26,1,0,12,19.0,1,1,0,1,0.3,0.3182,0.65,0.0896,16,49,65,Hari Libur,2011,Spring,Baik
8523,2011-12-26,1,0,12,20.0,1,1,0,1,0.3,0.3182,0.56,0.0896,14,42,56,Hari Libur,2011,Spring,Baik
8524,2011-12-26,1,0,12,21.0,1,1,0,1,0.26,0.303,0.7,0.0,10,39,49,Hari Libur,2011,Spring,Baik
8525,2011-12-26,1,0,12,22.0,1,1,0,1,0.26,0.303,0.7,0.0,5,22,27,Hari Libur,2011,Spring,Baik
8526,2011-12-26,1,0,12,23.0,1,1,0,1,0.26,0.2727,0.7,0.1045,4,25,29,Hari Libur,2011,Spring,Baik
8527,2011-12-27,1,0,12,0.0,0,2,1,1,0.26,0.2576,0.7,0.1642,3,9,12,Hari Kerja,2011,Spring,Baik
8528,2011-12-27,1,0,12,1.0,0,2,1,1,0.26,0.2727,0.7,0.1343,0,6,6,Hari Kerja,2011,Spring,Baik
8529,2011-12-27,1,0,12,2.0,0,2,1,1,0.26,0.2727,0.7,0.1343,2,2,4,Hari Kerja,2011,Spring,Baik
8530,2011-12-27,1,0,12,3.0,0,2,1,2,0.3,0.2879,0.61,0.2239,0,3,3,Hari Kerja,2011,Spring,Sedang
8531,2011-12-27,1,0,12,4.0,0,2,1,2,0.3,0.2879,0.65,0.2239,0,3,3,Hari Kerja,2011,Spring,Sedang
8532,2011-12-27,1,0,12,5.0,0,2,1,2,0.3,0.2727,0.64,0.2836,0,8,8,Hari Kerja,2011,Spring,Sedang
8533,2011-12-27,1,0,12,6.0,0,2,1,2,0.3,0.2727,0.61,0.2985,0,35,35,Hari Kerja,2011,Spring,Sedang
8534,2011-12-27,1,0,12,7.0,0,2,1,2,0.3,0.2879,0.65,0.2836,1,79,80,Hari Kerja,2011,Spring,Sedang
8535,2011-12-27,1,0,12,8.0,0,2,1,2,0.3,0.303,0.65,0.1642,9,155,164,Hari Kerja,2011,Spring,Sedang
8536,2011-12-27,1,0,12,9.0,0,2,1,3,0.32,0.3333,0.66,0.1045,19,85,104,Hari Kerja,2011,Spring,Sedikit Buruk
8537,2011-12-27,1,0,12,10.0,0,2,1,2,0.32,0.3333,0.66,0.0896,13,47,60,Hari Kerja,2011,Spring,Sedang
8538,2011-12-27,1,0,12,11.0,0,2,1,3,0.32,0.3333,0.66,0.1045,6,24,30,Hari Kerja,2011,Spring,Sedikit Buruk
8539,2011-12-27,1,0,12,12.0,0,2,1,3,0.3,0.3182,0.81,0.0896,8,16,24,Hari Kerja,2011,Spring,Sedikit Buruk
8540,2011-12-27,1,0,12,13.0,0,2,1,3,0.3,0.303,0.87,0.1343,1,19,20,Hari Kerja,2011,Spring,Sedikit Buruk
8541,2011-12-27,1,0,12,14.0,0,2,1,3,0.42,0.4242,0.82,0.3881,0,14,14,Hari Kerja,2011,Spring,Sedikit Buruk
8542,2011-12-27,1,0,12,15.0,0,2,1,3,0.42,0.4242,0.82,0.3881,2,17,19,Hari Kerja,2011,Spring,Sedikit Buruk
8543,2011-12-27,1,0,12,16.0,0,2,1,3,0.44,0.4394,0.88,0.3284,2,44,46,Hari Kerja,2011,Spring,Sedikit Buruk
8544,2011-12-27,1,0,12,17.0,0,2,1,3,0.4,0.4091,0.87,0.1343,6,109,115,Hari Kerja,2011,Spring,Sedikit Buruk
8545,2011-12-27,1,0,12,18.0,0,2,1,1,0.38,0.3939,0.87,0.2836,9,126,135,Hari Kerja,2011,Spring,Baik
8546,2011-12-27,1,0,12,19.0,0,2,1,1,0.34,0.3333,0.87,0.1642,3,87,90,Hari Kerja,2011,Spring,Baik
8547,2011-12-27,1,0,12,20.0,0,2,1,1,0.32,0.3333,0.93,0.0896,3,66,69,Hari Kerja,2011,Spring,Baik
8548,2011-12-27,1,0,12,21.0,0,2,1,1,0.32,0.3333,0.87,0.0896,11,52,63,Hari Kerja,2011,Spring,Baik
8549,2011-12-27,1,0,12,22.0,0,2,1,1,0.32,0.3333,0.87,0.0896,3,29,32,Hari Kerja,2011,Spring,Baik
8550,2011-12-27,1,0,12,23.0,0,2,1,1,0.3,0.303,0.93,0.1343,2,24,26,Hari Kerja,2011,Spring,Baik
8551,2011-12-28,1,0,12,0.0,0,3,1,1,0.32,0.3182,0.87,0.1642,0,10,10,Hari Kerja,2011,Spring,Baik
8552,2011-12-28,1,0,12,1.0,0,3,1,1,0.32,0.3182,0.76,0.1642,0,12,12,Hari Kerja,2011,Spring,Baik
8553,2011-12-28,1,0,12,2.0,0,3,1,1,0.32,0.303,0.61,0.2537,0,7,7,Hari Kerja,2011,Spring,Baik
8554,2011-12-28,1,0,12,3.0,0,3,1,1,0.32,0.303,0.61,0.2537,0,4,4,Hari Kerja,2011,Spring,Baik
8555,2011-12-28,1,0,12,5.0,0,3,1,1,0.32,0.2879,0.57,0.3582,0,9,9,Hari Kerja,2011,Spring,Baik
8556,2011-12-28,1,0,12,6.0,0,3,1,1,0.32,0.303,0.57,0.2537,1,42,43,Hari Kerja,2011,Spring,Baik
8557,2011-12-28,1,0,12,7.0,0,3,1,1,0.32,0.303,0.57,0.2537,4,106,110,Hari Kerja,2011,Spring,Baik
8558,2011-12-28,1,0,12,8.0,0,3,1,1,0.32,0.2879,0.57,0.3582,11,206,217,Hari Kerja,2011,Spring,Baik
8559,2011-12-28,1,0,12,9.0,0,3,1,1,0.32,0.303,0.57,0.3284,18,171,189,Hari Kerja,2011,Spring,Baik
8560,2011-12-28,1,0,12,10.0,0,3,1,1,0.34,0.3182,0.57,0.2239,12,84,96,Hari Kerja,2011,Spring,Baik
8561,2011-12-28,1,0,12,11.0,0,3,1,1,0.36,0.3333,0.46,0.3582,18,93,111,Hari Kerja,2011,Spring,Baik
8562,2011-12-28,1,0,12,12.0,0,3,1,1,0.34,0.2879,0.46,0.5522,32,108,140,Hari Kerja,2011,Spring,Baik
8563,2011-12-28,1,0,12,13.0,0,3,1,1,0.34,0.2879,0.39,0.4627,24,135,159,Hari Kerja,2011,Spring,Baik
8564,2011-12-28,1,0,12,14.0,0,3,1,1,0.32,0.2879,0.39,0.3881,24,96,120,Hari Kerja,2011,Spring,Baik
8565,2011-12-28,1,0,12,15.0,0,3,1,1,0.32,0.2879,0.36,0.4179,16,101,117,Hari Kerja,2011,Spring,Baik
8566,2011-12-28,1,0,12,16.0,0,3,1,1,0.3,0.2727,0.36,0.4179,23,144,167,Hari Kerja,2011,Spring,Baik
8567,2011-12-28,1,0,12,17.0,0,3,1,1,0.28,0.2727,0.38,0.2537,25,225,250,Hari Kerja,2011,Spring,Baik
8568,2011-12-28,1,0,12,18.0,0,3,1,1,0.26,0.2273,0.38,0.3284,10,159,169,Hari Kerja,2011,Spring,Baik
8569,2011-12-28,1,0,12,19.0,0,3,1,1,0.24,0.2273,0.41,0.2537,16,135,151,Hari Kerja,2011,Spring,Baik
8570,2011-12-28,1,0,12,20.0,0,3,1,1,0.24,0.2273,0.41,0.2239,9,70,79,Hari Kerja,2011,Spring,Baik
8571,2011-12-28,1,0,12,21.0,0,3,1,1,0.22,0.2273,0.44,0.1343,7,63,70,Hari Kerja,2011,Spring,Baik
8572,2011-12-28,1,0,12,22.0,0,3,1,1,0.22,0.2424,0.44,0.1045,2,31,33,Hari Kerja,2011,Spring,Baik
8573,2011-12-28,1,0,12,23.0,0,3,1,1,0.22,0.2121,0.44,0.2537,3,36,39,Hari Kerja,2011,Spring,Baik
8574,2011-12-29,1,0,12,0.0,0,4,1,2,0.22,0.2273,0.47,0.194,4,24,28,Hari Kerja,2011,Spring,Sedang
8575,2011-12-29,1,0,12,1.0,0,4,1,1,0.22,0.2121,0.47,0.2239,0,15,15,Hari Kerja,2011,Spring,Baik
8576,2011-12-29,1,0,12,2.0,0,4,1,1,0.2,0.2273,0.51,0.1045,0,3,3,Hari Kerja,2011,Spring,Baik
8577,2011-12-29,1,0,12,3.0,0,4,1,1,0.2,0.197,0.55,0.194,0,2,2,Hari Kerja,2011,Spring,Baik
8578,2011-12-29,1,0,12,4.0,0,4,1,1,0.2,0.2121,0.55,0.1642,1,2,3,Hari Kerja,2011,Spring,Baik
8579,2011-12-29,1,0,12,5.0,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,Hari Kerja,2011,Spring,Baik
8580,2011-12-29,1,0,12,6.0,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,Hari Kerja,2011,Spring,Baik
8581,2011-12-29,1,0,12,7.0,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,Hari Kerja,2011,Spring,Baik
8582,2011-12-29,1,0,12,8.0,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,Hari Kerja,2011,Spring,Sedang
8583,2011-12-29,1,0,12,9.0,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,Hari Kerja,2011,Spring,Sedang
8584,2011-12-29,1,0,12,10.0,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,Hari Kerja,2011,Spring,Sedang
8585,2011-12-29,1,0,12,11.0,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,Hari Kerja,2011,Spring,Sedang
8586,2011-12-29,1,0,12,12.0,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,Hari Kerja,2011,Spring,Sedang
8587,2011-12-29,1,0,12,13.0,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,Hari Kerja,2011,Spring,Sedang
8588,2011-12-29,1,0,12,14.0,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,Hari Kerja,2011,Spring,Sedang
8589,2011-12-29,1,0,12,15.0,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,Hari Kerja,2011,Spring,Sedang
8590,2011-12-29,1,0,12,16.0,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,Hari Kerja,2011,Spring,Baik
8591,2011-12-29,1,0,12,17.0,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,Hari Kerja,2011,Spring,Baik
8592,2011-12-29,1,0,12,18.0,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,Hari Kerja,2011,Spring,Baik
8593,2011-12-29,1,0,12,19.0,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,Hari Kerja,2011,Spring,Baik
8594,2011-12-29,1,0,12,20.0,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,Hari Kerja,2011,Spring,Baik
8595,2011-12-29,1,0,12,21.0,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,Hari Kerja,2011,Spring,Sedang
8596,2011-12-29,1,0,12,22.0,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,Hari Kerja,2011,Spring,Baik
8597,2011-12-29,1,0,12,23.0,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,Hari Kerja,2011,Spring,Baik
8598,2011-12-30,1,0,12,0.0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,Hari Kerja,2011,Spring,Baik
8599,2011-12-30,1,0,12,1.0,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,Hari Kerja,2011,Spring,Baik
8600,2011-12-30,1,0,12,2.0,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,Hari Kerja,2011,Spring,Baik
8601,2011-12-30,1,0,12,3.0,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,Hari Kerja,2011,Spring,Baik
8602,2011-12-30,1,0,12,4.0,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,Hari Kerja,2011,Spring,Baik
8603,2011-12-30,1,0,12,5.0,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,Hari Kerja,2011,Spring,Baik
8604,2011-12-30,1,0,12,6.0,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,Hari Kerja,2011,Spring,Baik
8605,2011-12-30,1,0,12,7.0,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,Hari Kerja,2011,Spring,Baik
8606,2011-12-30,1,0,12,8.0,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,Hari Kerja,2011,Spring,Sedang
8607,2011-12-30,1,0,12,9.0,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,Hari Kerja,2011,Spring,Baik
8608,2011-12-30,1,0,12,10.0,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,Hari Kerja,2011,Spring,Baik
8609,2011-12-30,1,0,12,11.0,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,Hari Kerja,2011,Spring,Baik
8610,2011-12-30,1,0,12,12.0,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,Hari Kerja,2011,Spring,Baik
8611,2011-12-30,1,0,12,13.0,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,Hari Kerja,2011,Spring,Sedang
8612,2011-12-30,1,0,12,14.0,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,Hari Kerja,2011,Spring,Sedang
8613,2011-12-30,1,0,12,15.0,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,Hari Kerja,2011,Spring,Baik
8614,2011-12-30,1,0,12,16.0,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,Hari Kerja,2011,Spring,Baik
8615,2011-12-30,1,0,12,17.0,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,Hari Kerja,2011,Spring,Baik
8616,2011-12-30,1,0,12,18.0,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,Hari Kerja,2011,Spring,Baik
8617,2011-12-30,1,0,12,19.0,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,Hari Kerja,2011,Spring,Sedang
8618,2011-12-30,1,0,12,20.0,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,Hari Kerja,2011,Spring,Sedang
8619,2011-12-30,1,0,12,21.0,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,Hari Kerja,2011,Spring,Sedang
8620,2011-12-30,1,0,12,22.0,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,Hari Kerja,2011,Spring,Sedang
8621,2011-12-30,1,0,12,23.0,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,Hari Kerja,2011,Spring,Sedang
8622,2011-12-31,1,0,12,0.0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,Hari Libur,2011,Spring,Sedang
8623,2011-12-31,1,0,12,1.0,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,Hari Libur,2011,Spring,Sedang
8624,2011-12-31,1,0,12,2.0,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,Hari Libur,2011,Spring,Sedang
8625,2011-12-31,1,0,12,3.0,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,Hari Libur,2011,Spring,Sedang
8626,2011-12-31,1,0,12,4.0,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,Hari Libur,2011,Spring,Baik
8627,2011-12-31,1,0,12,5.0,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,Hari Libur,2011,Spring,Sedang
8628,2011-12-31,1,0,12,6.0,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,Hari Libur,2011,Spring,Sedang
8629,2011-12-31,1,0,12,7.0,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,Hari Libur,2011,Spring,Sedikit Buruk
8630,2011-12-31,1,0,12,8.0,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,Hari Libur,2011,Spring,Baik
8631,2011-12-31,1,0,12,9.0,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,Hari Libur,2011,Spring,Baik
8632,2011-12-31,1,0,12,10.0,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,Hari Libur,2011,Spring,Baik
8633,2011-12-31,1,0,12,11.0,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,Hari Libur,2011,Spring,Baik
8634,2011-12-31,1,0,12,12.0,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,Hari Libur,2011,Spring,Baik
8635,2011-12-31,1,0,12,13.0,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,Hari Libur,2011,Spring,Baik
8636,2011-12-31,1,0,12,14.0,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,Hari Libur,2011,Spring,Baik
8637,2011-12-31,1,0,12,15.0,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,Hari Libur,2011,Spring,Baik
8638,2011-12-31,1,0,12,16.0,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Hari Libur,2011,Spring,Baik
8639,2011-12-31,1,0,12,17.0,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Hari Libur,2011,Spring,Baik
8640,2011-12-31,1,0,12,18.0,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Hari Libur,2011,Spring,Baik
8641,2011-12-31,1,0,12,19.0,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Hari Libur,2011,Spring,Baik
8642,2011-12-31,1,0,12,20.0,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Hari Libur,2011,Spring,Baik
8643,2011-12-31,1,0,12,21.0,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Hari Libur,2011,Spring,Baik
8644,2011-12-31,1,0,12,22.0,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Hari Libur,2011,Spring,Baik
8645,2011-12-31,1,0,12,23.0,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Hari Libur,2011,Spring,Baik
8646,2012-01-01,1,1,1,0.0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Hari Libur,2012,Spring,Baik
8647,2012-01-01,1,1,1,1.0,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Hari Libur,2012,Spring,Baik
8648,2012-01-01,1,1,1,2.0,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Hari Libur,2012,Spring,Baik
8649,2012-01-01,1,1,1,3.0,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Hari Libur,2012,Spring,Baik
8650,2012-01-01,1,1,1,4.0,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Hari Libur,2012,Spring,Baik
8651,2012-01-01,1,1,1,5.0,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Hari Libur,2012,Spring,Baik
8652,2012-01-01,1,1,1,6.0,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Hari Libur,2012,Spring,Baik
8653,2012-01-01,1,1,1,7.0,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Hari Libur,2012,Spring,Baik
8654,2012-01-01,1,1,1,8.0,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Hari Libur,2012,Spring,Baik
8655,2012-01-01,1,1,1,9.0,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Hari Libur,2012,Spring,Baik
8656,2012-01-01,1,1,1,10.0,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Hari Libur,2012,Spring,Baik
8657,2012-01-01,1,1,1,11.0,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Hari Libur,2012,Spring,Baik
8658,2012-01-01,1,1,1,12.0,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Hari Libur,2012,Spring,Baik
8659,2012-01-01,1,1,1,13.0,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Hari Libur,2012,Spring,Baik
8660,2012-01-01,1,1,1,14.0,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Hari Libur,2012,Spring,Baik
8661,2012-01-01,1,1,1,15.0,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Hari Libur,2012,Spring,Baik
8662,2012-01-01,1,1,1,16.0,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Hari Libur,2012,Spring,Sedang
8663,2012-01-01,1,1,1,17.0,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Hari Libur,2012,Spring,Sedang
8664,2012-01-01,1,1,1,18.0,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Hari Libur,2012,Spring,Sedikit Buruk
8665,2012-01-01,1,1,1,19.0,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Hari Libur,2012,Spring,Sedikit Buruk
8666,2012-01-01,1,1,1,20.0,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Hari Libur,2012,Spring,Sedang
8667,2012-01-01,1,1,1,21.0,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Hari Libur,2012,Spring,Sedang
8668,2012-01-01,1,1,1,22.0,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Hari Libur,2012,Spring,Baik
8669,2012-01-01,1,1,1,23.0,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Hari Libur,2012,Spring,Baik
8670,2012-01-02,1,1,1,0.0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Hari Libur,2012,Spring,Baik
8671,2012-01-02,1,1,1,1.0,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Hari Libur,2012,Spring,Baik
8672,2012-01-02,1,1,1,2.0,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Hari Libur,2012,Spring,Baik
8673,2012-01-02,1,1,1,4.0,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Hari Libur,2012,Spring,Baik
8674,2012-01-02,1,1,1,5.0,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Hari Libur,2012,Spring,Baik
8675,2012-01-02,1,1,1,6.0,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Hari Libur,2012,Spring,Baik
8676,2012-01-02,1,1,1,7.0,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Hari Libur,2012,Spring,Baik
8677,2012-01-02,1,1,1,8.0,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Hari Libur,2012,Spring,Baik
8678,2012-01-02,1,1,1,9.0,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Hari Libur,2012,Spring,Baik
8679,2012-01-02,1,1,1,10.0,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Hari Libur,2012,Spring,Baik
8680,2012-01-02,1,1,1,11.0,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Hari Libur,2012,Spring,Baik
8681,2012-01-02,1,1,1,12.0,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Hari Libur,2012,Spring,Baik
8682,2012-01-02,1,1,1,13.0,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Hari Libur,2012,Spring,Baik
8683,2012-01-02,1,1,1,14.0,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Hari Libur,2012,Spring,Baik
8684,2012-01-02,1,1,1,15.0,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Hari Libur,2012,Spring,Baik
8685,2012-01-02,1,1,1,16.0,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Hari Libur,2012,Spring,Baik
8686,2012-01-02,1,1,1,17.0,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Hari Libur,2012,Spring,Baik
8687,2012-01-02,1,1,1,18.0,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Hari Libur,2012,Spring,Baik
8688,2012-01-02,1,1,1,19.0,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Hari Libur,2012,Spring,Baik
8689,2012-01-02,1,1,1,20.0,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Hari Libur,2012,Spring,Baik
8690,2012-01-02,1,1,1,21.0,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Hari Libur,2012,Spring,Sedang
8691,2012-01-02,1,1,1,22.0,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Hari Libur,2012,Spring,Sedang
8692,2012-01-02,1,1,1,23.0,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Hari Libur,2012,Spring,Baik
8693,2012-01-03,1,1,1,0.0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Hari Kerja,2012,Spring,Baik
8694,2012-01-03,1,1,1,1.0,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Hari Kerja,2012,Spring,Baik
8695,2012-01-03,1,1,1,2.0,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Hari Kerja,2012,Spring,Baik
